Chapter,Media Link,Media Credit,Media Credit Link,Description,Zoom,Marker,Marker Color,Location,Latitude,Longitude,Overlay,Overlay Transparency,GeoJSON Overlay,GeoJSON Feature Properties
Kuah Sie Kameng,media/acehtimur/siekameng.png,Source: Redaksi Modus Aceh (2019),https://modusaceh.co/news/si-kameng-pak-is-peureulak-jadi-andalan-aceh-timur/index.html,"Kuah Sie Kameng atau gulai kambing adalah makanan istimewa khas Idi Rayeuk, Aceh Timur. Kuliner berbahan dasar kambing ini memiliki kualitas daging yang empuk, kuah kari yang kental, serta bumbu rempah yang nikmat. <br><br>Adapun bahan utama yang diperlukan adalah, 1 kg daging kambing bertulang dipotong-potong, 5 sdm minyak untuk menumis, 4 butir bawang merah diiris tipis, 2 siung bawang putih diiris tipis, 500 gr jeroan kambing yang sudah bersih dan dipotong-potong, 2 batang serai dimemarkan, 15 helai daun temurui dan 1 ½ L santan. <br>Serta untuk bumbu halus yang diperlukan ialah, 15 buah cabai merah kering atau 20 buah cabai merah segar, 1 sdt garam, 7 butir bawang merah, 3 siung bawang putih, ½ sdm kunyit cincang, ½ sdm jahe cincang, 2 sdm ketumbar sangrai, 5 butir kemiri sangrai, 1 sdt jintan sangrai, 1 buah bunga lawang sangrai, ½ sdt adas sangrai, 2 cm kayu manis, ½ sdm merica butiran, 2 butir kapulaga sangrai, 3 butir cengkih sangrai dan 1 sdm kaskas sangrai. <br><br>Adapun cara membuatnya ialah sebagai berikut: <br>1. Aduk rata daging kambing dan bumbu halus. Diamkan 10 menit, sisihkan. <br>2. Panaskan minyak, tumis bawang merah dan bawang putih hingga harum. <br>3. Masukkan daging kambing berbumbu, jeroan kambing, serai, dan daun temurui. Aduk-aduk hingga bumbu harum dan daging berwarna keputihan. <br>4. Tuangkan santan, masak hingga daging empuk dan kuah kental berminyak. Angkat, sajikan. <br><br>Dengan bahan yang begitu beragam, tidak heran jika kuah sie kameng rasanya begitu sedap dan meninggalkan kesan istimewa. Kuah Sie Kameng ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/cc7PsDHMLtobJH3fA' target='_blank'>Kari Kambing Pak Is</a> di Desa Keude Peureulak, Kecamatan Peureulak, Kabupaten Aceh Timur, Aceh, Indonesia.",16,Plain,red,"Desa Keude Peureulak, Kecamatan Peureulak, Kabupaten Aceh Timur, Aceh, Indonesia.","4,80919955","97,892625",,,,
Bak Leubu Eungkot Masen,media/acehtimur/bakleubumasen.png,Source: Laksmi (2022),https://seringjalan.com/6-kuliner-dan-makanan-khas-idi-rayeuk/,"Bak Leubu Eungkot Masen merupakan gabungan dari dua makanan, yaitu Nuh bak leubu dan eungkot masen khas Aceh Timur. Kuah bak leubu, atau biasanya orang mengenalnya dengan kuah lada, adalah makanan dengan bahan dasar pohon keladi atau talas. Sementara eungkot masen adalah ikan asin yang menjadi pasangan dari olahan tersebut serta mata pencaharian masyarakat pesisir Aceh. Kuliner ini disajikan sebagai menu sehari-hari maupun pada acara tertentu seperti kenduri tujuh bulanan, kenduri orang meninggal dan sebagainya. Gulai istimewa ini memiliki tekstur yang lunak dan licin, sehingga gulai ini dihidangkan sebagai sayur pelengkap di acara-acara adat tersebut. <br><br>Adapun bahan utama yang perlu disiapkan adalah, 2 batang keladi, ikan asin secukupnya, ¼ kg santan kental, 4 sdm cabe merah dihaluskan, air dan garam secukupnya. <br>Serta bahan untuk bumbu halus yang perlu disiapkan adalah, 1½ jari lengkuas, 1 jari kunyit, ½ jari jahe, 3 buah kemiri, 5 siung bawang putih, 7 siung bawang merah, 2 buah serai, 3 lembar daun salam dan daun jeruk. <br><br>Adapun cara pengolahan bak leubu eungkot masen adalah sebagai berikut: <br>1. Bersihkan batang keladi, potong-potong. Cuci bersih dan tiriskan. <br>2. Rendam talas yang sudah bersih dengan air garam selama 15 menit, saring. <br>3. Goreng hingga rapuh ikan asin, dinginkan. <br>4. Haluskan semua bahan bumbu halus. Tumis hingga harum, lalu masukkan batang keladi, aduk hingga ½ matang atau sampai batang keladi menciut. <br>5. Masukkan air sedikit. Kemudian masukkan cabe merah yang sudah dihaluskan sebelumnya. Aduk rata. <br>6. Masukkan ikan asin dan garam. Koreksi rasa. Masak hingga matang. Sajikan. <br><br>Bak Leubu Eungkot Masen ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/N3pMrHokT7CMYiQD7' target='_blank'>RM. Selera Baru</a> di Desa Blang Paoh Dua, Kecamatan Julok, Kabupaten Aceh Timur, Aceh, Indonesia.",16,Plain,red,"Desa Blang Paoh Dua, Kecamatan Julok, Kabupaten Aceh Timur, Aceh, Indonesia.","5,04317873","97,6244316",,,,
Eungkot Sure Teuphep,media/acehtimur/sureteuphep.png,Source: Putri Umar (2021),https://www.yummy.co.id/blog/resep-komunitas/eungkot-suree-teuphep,"Eungkot Sure Teuphep merupakan salah satu masakan khas Aceh Timur yang biasa disajikan dalam acara kenduri ataupun menu sehari-hari. Kuliner ini berbahan dasar ikan tongkol dan bercita rasa gurih dan tidak terlalu pedas. Olahan eungkot sure teuphep bisa bertahan lama dan menjadikan kuliner ini sangat disukai dari berbagai kalangan. <br><br>Adapun bahan yang perlu disiapkan adalah, 500 gr ikan tongkol, 2 buah perasan jeruk nipis, 2 batang daun temurui, 1 siung bawang merah diiris, 5 buah cabe hijau diiris serong, 100 ml air, ½ sdt garam secukupnya, ¼ sdt gula dan 4 sdm minyak goreng. <br>Serta untuk bumbu halus diperlukan bahan berikut, 10 buah asam sunti, 10 buah cabe rawit, 4 siung bawang merah, 2 siung bawang putih dan 2 cm kunyit. <br><br>Adapun cara pengolahannya adalah sebagai berikut: <br>1. Rebus ikan tongkol dengan perasan jeruk nipis hingga matang. Kemudian ditiriskan terlebih dahulu lalu dijemur beberapa hari sampai kering. <br>2. Setelah dijemur, ikan di suwir-suwir tipis. <br>3. Panaskan minyak, tumis irisan bawang merah dan daun temurui hingga harum. <br>4. Tuangkan bumbu halus, aduk rata. Masak hingga harum. <br>5. Masukkan ikan yang sudah disuwir, irisan cabe hijau dan air. <br>6. Tambahkan garam dan gula. Aduk rata dan masak hingga meresap. <br>7. Setelah meresap, koreksi rasa. Bila sudah pas, sajikan dengan nasi hangat. <br><br> Eungkot Sure Teuphep ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/N3pMrHokT7CMYiQD7' target='_blank'>RM. Selera Baru</a> di Desa Blang Paoh Dua, Kecamatan Julok, Kabupaten Aceh Timur, Aceh, Indonesia.",16,Plain,red,"Desa Blang Paoh Dua, Kecamatan Julok, Kabupaten Aceh Timur, Aceh, Indonesia.","5,04317873","97,6244316",,,,
Udeung Asam Keueng,media/acehtimur/udeungasamkeueng.png,Source: Ella Thaninda (2018),https://cookpad.com/id/resep/5780708-udang-asam-pedas-khas-aceh-udeung-asam-keueng,"Udeung Asam Keueng merupakan salah satu masakan khas Aceh Timur. Makanan ini sering disajikan menjadi menu sehari-hari dan memiliki rasa yang khas. Udeung Asam Keueng sama saja seperi masakan asam keueng lainnya, hanya saja masakan ini menggunakan udang galah sebagai bahan utamanya. <br><br>Adapun bahan utama yang perlu disiapkan adalah, ½ kg udang galah, 2 buah air jeruk nipis, 3 buah cabe hijau dipatah-patahkan, daun temurui, 10 buah belimbing wuluh, kunyit bubuk dan garam secukupnya. <br>Serta bahan untuk bumbu halus yang perlu disiapkan adalah, 2 siung bawang merah, 1 siung bawang putih, 10 buah cabe rawit, 2 buah cabe merah, 1 sdt ketumbar, ½ sdt merica dan 5 buah asam sunti. <br><br>Adapun cara pengolahannya adalah sebagai berikut: <br>1. Pertama cuci bersih udang, kemudian lumuri dengan sejumput garam dan tambahkan perasan air jeruk, lalu diamkan selama beberapa menit. <br>2. Haluskan semua bahan bumbu halus dan tumis hingga harum. <br>3. Masukkan udang dan daun tumurui, aduk rata. <br>3. Tambahkan sedikit air, masukkan cabe hijau, belimbing wuluh dan kunyit bubuk. <br>4. Masak hingga mendidih lalu tambahkan garam dan koreksi rasa. <br>5. Jika sudah matang, sajikan dengan nasi putih. <br><br>Udeung Asam Keueng ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/fktVu6UHTp6hNfEm9' target='_blank'>RM. Lisa Kuliner</a> di Desa Gampong Jalan, Kecamatan Idi Rayeuk, Kabupaten Aceh Timur, Aceh, Indonesia.",16,Plain,red,"Desa Gampong Jalan, Kecamatan Idi Rayeuk, Kabupaten Aceh Timur, Aceh, Indonesia.","4,96047186","97,7592765",,,,
Kuah Pliek U,media/acehtimur/kuahpliek.PNG,Screenshot of linked Google Maps,https://goo.gl/maps/LtUeTn1uJ2RKqLUAA,"Kuah Pliek U merupakan makanan yang cukup terkenal di wilayah pesisir timur dan salah satu makanan khas Idi Rayeuk, Aceh Timur. Masakan ini biasanya lebih nikmat bila disantap bersama nasi dan ikan asin. Bahan utamanya sangat unik, yaitu ampas kering sisa minyak kelapa tua. Pliek u sendiri merupakan bumbu dasar untuk makanan ini, dan bumbu tersebut lebih dikenal dengan nama patarana. <br><br>Adapun bahan yang digunakan untuk membuat kuah pliek u terdiri dari, ¼ kg kacang panjang, 4 ikat daun melinjo, 1 ons buah melinjo, 2 kg nangka muda, 10 buah terong hijau, 1 buah labu siam, 200 gr pliek u, 1 batang kecombrang, 2 batang sereh, 5 lembar daun jeruk, 10 lembar daun temurui, 5 buah cabai hijau, 8 siung bawang merah, 3 siung bawang putih, 10 buah cabai rawit, 6 buah cabai merah, 2 sdm ketumbar, 1 ruas jahe, 1 ruas kunyit, 6 buah asam sunti, ½ sdt lada, 2 sdm kelapa gongseng, 2 liter santan dan garam secukupnya. <br>Adapun bahan pelengkap lainnya yang boleh ditambahkan adalah chu (keong hitam), udang sedang yang sudah dikupas kulitnya atau kikil. <br><br>Adapun langkah-langkah yang dilakukan untuk membuah kuah pliek u ialah sebagai berikut: <br>1. Potong-potong ¼ kg kacang panjang, 4 ikat daun melinjo, 1 ons buah melinjo, 2 kg nangka muda, 10 buah terong hijau dan 1 buah labu siam. Cuci bersih dan tiriskan. <br>2. Panaskan air hingga mendidih, kemudian rebus kacang panjang dan buah melinjo selama 2-5 menit, lalu tiriskan. <br>3. Jika ingin memakai bahan tambahan sebagai pelengkap kuah, bahan tersebut direbus hingga empuk, kemudian tiriskan. <br>4. Haluskan 5 siung bawang merah, 3 siung bawang putih, 10 buah cabai rawit, 6 buah cabai merah, 2 sdm ketumbar, 1 ruas jahe, 1 ruas kunyit, 6 buah asam sunti, ½ sdt lada dan 2 sdm kelapa gongseng. <br>5. Rajang halus 5 buah cabai hijau, 3 siung bawang merah, 1 batang kecombrang dan 2 batang sereh. <br>6. Siapkan belanga. Masukkan sayur-sayuran yang sudah disiapkan, bahan tambahan jika diinginkan, bumbu halus, bumbu ranjang, campurkan semuanya. Kemudian masukkan air, lalu direbus. <br>7. Sesudah semua bahan layu dan berasap, masukkan santan sembari disaring bersama 200 gr pliek u. Aduk dan jaga agar santan tidak pecah. <br>8. Koreksi rasa, kemudian masukkan 5 lembar daun jeruk, 10 lembar daun temurui dan garam. Jika sudah matang, kuah pliek u siap disajikan dengan nasi putih dan ditemani lauk lainnya seperti ikan asin atau telur asin. <br><br>Kuah Pliek U ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/gU4JUZDapvEupi4c6' target='_blank'>RM. Dua Saudara Idi</a> di Jl. Medan-Banda Aceh, Kuta Blang, Kecamatan Idi Rayeuk, Kabupaten Aceh Timur, Aceh, Indonesia.",16,Plain,red,"Jl. Medan-Banda Aceh, Kuta Blang, Kecamatan Idi Rayeuk, Kabupaten Aceh Timur, Aceh, Indonesia.","4,9500733","97,7708977",,,,
Pisang Sale,media/acehtimur/pisangsale.png,Source: Admin Diskominfo Kab. Aceh Timur (2020),https://acehtimurkab.go.id/halaman/pariwisata,"Pisang Sale merupakan kudapan khas Aceh Timur. Makanan ini berasal dari olahan pisang yang disisir tipis, dan dijemur sehingga bisa awet dan tahan lama. Aromanya yang khas dan manis membuat siapa pun ingin mencicipinya. Kabupaten Aceh Timur merupakan pusat pisang sale terbesar se-Aceh, sehingga mudah untuk memperoleh pisang sale. Produksi pisang sale menjadi mata pencaharian masyarakat sekitar. Sedari dulu target penjualanan pisang sale dijual kepada penumpang kereta api yang dibungkus dengan daun pisang. Namun sekarang, pisang sale sudah dibungkus plastik berlabel yang jauh lebih praktis dan menarik. <br><br>Adapun bahan yang diperlukan untuk panganan ini adalah, 1 sisir pisang, 15 gr gula tebu, garam dan kayu bakar secukupnya. <br><br>Cara membuatnya sebagai berikut: <br>1. Terlebih dahulu kupas pisang yang telah tua dan matang lalu kerik sedikit bagian luarnya agar bersih. Letakkanlah pisang di atas nampan lalu asapkan dengan menggunakan asap kayu bakar selama 2 jam. Jemurlah pisang di atas rak penjemuran yang beralaskan merang selama 4-5 hari. <br>2. Bersamaan dengan dijemur sewaktu-waktu pisang dipipihkan (dipres) dengan kayu bundar atau bambu. <br>3. Setelah dijemur, bungkuslah pisang menggunakan daun pisang kering. Kemudian lapiskan dengan plastik dan siap untuk disajikan. <br><br>Olahan kue ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/uNnQNn3qLihQYAjT8' target='_blank'>Warung Pisang Sale Bunda</a> di Jl. Desa Pante Panah, Kecamatan Pante Beudari, Kabupaten Aceh Timur, Aceh, Indonesia.",16,Plain,purple,"Jl. Desa Pante Panah, Kecamatan Pante Beudari, Kabupaten Aceh Timur, Aceh, Indonesia.","5,0767998","97,5165615",,,,
Rujak Manis,media/acehtimur/rujakmanis.png,Screenshot of linked Google Maps,https://goo.gl/maps/YgfSzewARMZgMmRm7,"Rujak merupakan salah satu panganan segar khas Aceh Timur. Rujak yang sangat nikmat ini dibuat menggunakan buah-buahan yang dipetik langsung dari pohonnya, dan kemudian buah-buahan tersebut ditambah dengan sambal rujak pedas manis. Bahan-bahan yang digunakan memang relatif sama seperti pembuatan rujak pada umumnya. Rujak manis ini cocok sekali disantap saat waktu istirahat anda pada siang hari, karena rujak ini dipercaya mampu mengobati rasa lelah setelah anda bekerja. <br><br>Adapun bahan-bahan yang diperlukan adalah sebagai berikut, larutan gula pasir, 2 buah mentimun, 1 buah bengkuang, ½ buah nanas, ¼ bagian pepaya, 1 buah mangga, 3 buah jamu air dan 3 buah sawo. <br>Untuk bumbunya, diperlukan bahan-bahan berikut, cabai rawit 5 biji atau atur sesuai level pedas yang diinginkan, garam secukupnya, gula aren secukupnya, asam jawa 1 biji dan irisan mangga kuini. <br><br>Adapun cara pengolahannya yaitu: <br>1. Kupas semua buah, lalu cuci bersih. Tiriskan. Kemudian dipotong dadu. <br>2. Masukkan kedalam ulekan, lalu ditambahkan dengan campuran bumbu yang sudah dihaluskan. <br>3. Tambahkan larutan gula pasir dan air secukupnya. Aduk rata, lalu siap dihidangkan. <br><br>Rujak manis ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/D3uxVtiibXFq8ZU67' target='_blank'>Rujak Aceh Peureulak</a> di Desa Blang Betra, Kecamatan Peureulak, Kabupaten Aceh Timur, Aceh, Indonesia.",16,Plain,purple,"Desa Blang Betra, Kecamatan Peureulak, Kabupaten Aceh Timur, Aceh, Indonesia.","4,81965619","97,8895709",,,,
Jus Boh Limeng,media/acehtimur/bohlimeng.png,Source: Yeni Ismayani (2015),https://www.tabloidbintang.com/resep/minuman/read/715/resep-jus-belimbung-wuluh,"Jus Boh Limeng adalah minuman khas Idi Rayeuk, Aceh timur. Boh limeng adalah penyebutan masyarakat Aceh untuk belimbing wuluh. Buah ini sangat asam jika dimakan langsung dan biasanya digunakan untuk bahan masakan. Pada umumnya, rasa dari boh limeng sangat asam. Namun, dengan racikan dan cara pengolahan yang khusus, rasa asam dari boh limeng akan tidak terlalu terasa ketika dibuatkan jus. <br><br>Adapun bahan yang diperlukan adalah, 200 gr belimbing wuluh, 250 ml air, 75 gr gula pasir dan es batu secukupnya. <br><br>Adapun cara pengolahannya yaitu: <br>1. Didihkan air, masukkan gula pasir, masak hingga gula larut, angkat. <br>2. Masukkan belimbing, diamkan hingga dingin dan layu. <br>3. Masukkan belimbing dan airnya ke dalam tabung blender, tambahkan es batu, proses hingga halus. Sajikan segera. <br><br>Jus Boh Limeng ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/u4WR9TDnYFMeQGMV9' target='_blank'>Gampong Aceh Kupi</a> di Desa Gampong Aceh, Kecamatan Idi Rayeuk, Kabupaten Aceh Timur, Aceh, Indonesia.",16,Plain,blue,"Desa Gampong Aceh, Kecamatan Idi Rayeuk, Kabupaten Aceh Timur, Aceh, Indonesia.","4,95062069","97,7691056",,,,
Aceh Tamiang,,,,"Kabupaten Aceh Tamiang merupakan pemekaran dari Aceh Timur Tahun 2000 dan satu-satunya kawasan di Aceh yang mayoritas dihuni oleh etnis Melayu. Kabupaten ini memiliki salah satu pusat perkebunan sawit di Aceh. Tak hanya kawasan yang kaya akan minyak dan gas, Aceh Tamiang juga kaya akan kulinernya. <br><br>Berikut ini ditampilkan kuliner tradisional khas Kabupaten Aceh Tamiang.",10,Hidden,,Aceh Tamiang,"4,27459462","98,0041434",,,,
Bubur Pedas,media/acehtamiang/buburpedas.png,Source: DISPARPORA (2021),https://parpora.acehtamiangkab.go.id/berita/kabar-eksekutif/29-bubur-pedas-kuliner-aceh-tamiang.html,"Bubur Pedas dikenal sebagai makanan Suku Melayu dan salah satu makanan khas Aceh Tamiang. Bubur pedas merupakan makanan sejenis bubur yang berbahan dasar beras putih yang sama dengan kebanyakan jenis bubur-bubur lainnya. Dahulu bubur pedas ini dibuat oleh rakyat ekonomi rendah dengan mencampurkan antara beras dengan tumbuh-tumbuhan herbal. Sehingga makanan ini memiliki manfaat bagi kesehatan dalam tubuh juga menghasilkan makanan dalam jumlah besar untuk dimakan oleh semua orang. Bubur pedas biasanya hadir saat bulan Ramadhan, penyambutan tamu dan acara-acara kenduri adat lainnya. <br><br>Adapun bahan yang diperlukan adalah, 1 gelas besar beras, 1 potong ayam untuk disuwir (bisa diganti potongan udang), ubi ambar dipotong dadu, wortel dipotong dadu, kentang dipotong dadu, 5 siung bawang merah, 3 siung bawang putih, 3 sdm merica bubuk, 1 gelas sedang santan kental, 1 buah kapulaga, 1 buah bunga lawang, 2 ons kacang tanah digoreng, 10 lembar daun jeruk diiris halus, 3 lembar daun kunyit diiris halus, bawang goreng, daun seledri, daun bawang, garam dan air secukupnya. <br><br>Adapun cara pembuatannya adalah sebagai berikut: <br>1. Pembuatan ayam suwir: Haluskan bawang merah dan bawang putih. Cuci bersih ayam dan lumuri dengan garam dan jeruk nipis. Rebus ayam bersama bumbu yang dihaluskan, beri garam secukupnya dan 2 sdm merica bubuk. Jika sudah empuk, tiriskan dan suwir suwir ayam. Air kaldu rebusan ayam diasingkan. <br>2. Pembuatan bubur: Rebus beras hingga lembut dan halus seperti bubur. Aduk-aduk hingga beras menjadi kental. Kemudian masukkan kentang, wortel, ubi rambat dam air kaldu rebusan ayam, aduk semua hingga rata. Lalu masukkan santan, aduk kembali. Masukkan irisan daun jeruk, irisan daun kunyit, kapulaga, bunga lawang dan 1 sdm merica bubuk. Aduk kembali hingga bubuk matang dan kental. <br>3. Penyajian bubur pedas: Sajikan bubur dengan taburan ayam suwir, kacang tanah, irisan daun bawang, irisan daun seledri dan bawang goreng. Bubur pedas ini memiliki tekstur yang berair dan maka dari itu bubur pedas ini ditemani urap atau masyarakat Tamiang menyebutnya anyang. <br><br>Bubur Pedas ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/hXY9K7NW4Q52EZcK6' target='_blank'>Roemah Bubur</a> di Jl. Iskandar Muda, Kota Lintang, Kecamatan Kota Kuala Simpang, Kabupaten Aceh Tamiang, Aceh, Indonesia.",16,Plain,red,"Jl. Iskandar Muda, Kota Lintang, Kecamatan Kota Kuala Simpang, Kabupaten Aceh Tamiang, Aceh, Indonesia.","4,28658954","98,0603196",,,,
Gulai Umbut,media/acehtamiang/gulaiumbut.png,Source: Adha (2018),https://budaya-indonesia.org/Gulai-Umbut-Aceh-Tamiang-NAD,"Gulai Umbut merupakan salah satu kuliner khas Aceh Tamiang. Gulai umbut merupakan kuliner istimewa yang hanya disajikan pada saat acara-acara kenduri adat seperti, acara pernikahan, sunatan dan lain sebagainya. Bahan dasar gulai umbut adalah bagian pucuk dari batang kelapa ataupun kelapa sawit yang masih muda. Bahan dasar ini sangat mudah ditemukan di Aceh Tamiang. Dalam setiap hajatan, tuan rumah akan menebang satu atau dua pohon kelapa sawit untuk diambil umbutnya. Biasanya, pohon yang ditebang adalah pohon kelapa sawit yang berkelamin jantan karena memang tak bisa berbuah. Umbut yang baru diambil memiliki rasa yang manis dan lembut. <br><br>Adapun bahan yang diperlukan adalah, 1 batang kelapa sawit yang sudah dibersihkan dan diambil umbutnya, santan, daun kunyit, terasi udang, bawang putih, bawang merah, ketumbar, cabai merah dan serai. <br><br>Adapun cara pembuatannya yaitu: <br>1. Potong kecil-kecil umbut kelapa sawit dan masukkan kedalam rendaman air supaya getahnya hilang, tiriskan. <br>2. Iris halus bawang putih, bawang merah, ketumbar, cabai merah dan serai. Tumis hingga harum. <br>3. Masukkan santan dan umbut kelapa sawit. Aduk semuanya dengan api sedang hingga santan mendidih. <br>4. Masukkan daun kunyit dan taburkan irisan cabai merah. <br>5. Masukkan terasi udang agar terasa lebih sempurna. Aduk hingga santan dan bumbu meresap dalam umbut hingga matang. <br>6. Sajikan dengan nasi panas dan sepotong ikan asin. <br><br>Gulai Umbut ini bisa ditemukan di salah satu tempat seperti di <a href='https://goo.gl/maps/K4KGiTzD4NhXSqcUA' target='_blank'>Rumah Makan Kita</a> di Kota Lintang, Kecamatan Kota Kuala Simpang, Kabupaten Aceh Tamiang, Aceh, Indonesia.",16,Plain,red,"Kota Lintang, Kecamatan Kota Kuala Simpang, Kabupaten Aceh Tamiang, Aceh, Indonesia.","4,2910032","98,05711",,,,
